desired_wfh_days,planned_wfh_days,predicted_dissatisfaction,nearest_quarter_desired,nearest_quarter_planned,nearest_cell_n
3.0,3.083333333333333,0.13190514208446702,3.0,3.0,620
3.0,3.1666666666666665,0.13024508965446213,3.0,3.25,0
3.0,3.25,0.12860089730441104,3.0,3.25,0
3.0,3.333333333333333,0.12697256503431376,3.0,3.25,0
3.0,3.4166666666666665,0.12536009284417027,3.0,3.5,0
3.0,3.5,0.12376348073398064,3.0,3.5,0
3.0,3.583333333333333,0.1221827287037448,3.0,3.5,0
3.0,3.6666666666666665,0.12061783675346274,3.0,3.75,0
3.0,3.75,0.11906880488313451,3.0,3.75,0
3.0,3.833333333333333,0.1175356330927601,3.0,3.75,0
3.0,3.9166666666666665,0.11601832138233947,3.0,4.0,208
3.0,4.0,0.11451686975187268,3.0,4.0,208
3.0,4.083333333333333,0.11303127820135968,3.0,4.0,208
3.0,4.166666666666666,0.11156154673080049,3.0,4.25,0
3.0,4.25,0.11010767534019512,3.0,4.25,0
3.0,4.333333333333333,0.10866966402954358,3.0,4.25,0
3.0,4.416666666666666,0.10724751279884584,3.0,4.5,0
3.0,4.5,0.10584122164810189,3.0,4.5,0
3.0,4.583333333333333,0.10445079057731174,3.0,4.5,0
3.0,4.666666666666666,0.10307621958647539,3.0,4.75,0
3.0,4.75,0.1017175086755929,3.0,4.75,0
3.0,4.833333333333333,0.10037465784466418,3.0,4.75,0
3.0,4.916666666666666,0.09904766709368926,3.0,5.0,70
3.0,5.0,0.09773653642266816,3.0,5.0,70
3.083333333333333,0.0,0.20754019812847777,3.0,0.0,734
3.083333333333333,0.08333333333333333,0.20522810419073473,3.0,0.0,734
3.083333333333333,0.16666666666666666,0.20293187033294546,3.0,0.25,0
3.083333333333333,0.25,0.20065149655511008,3.0,0.25,0
3.083333333333333,0.3333333333333333,0.19838698285722847,3.0,0.25,0
3.083333333333333,0.41666666666666663,0.1961383292393007,3.0,0.5,0
3.083333333333333,0.5,0.1939055357013267,3.0,0.5,0
3.083333333333333,0.5833333333333333,0.19168860224330647,3.0,0.5,0
3.083333333333333,0.6666666666666666,0.18948752886524015,3.0,0.75,0
3.083333333333333,0.75,0.18730231556712756,3.0,0.75,0
3.083333333333333,0.8333333333333333,0.18513296234896884,3.0,0.75,0
3.083333333333333,0.9166666666666666,0.18297946921076383,3.0,1.0,92
3.083333333333333,1.0,0.1808418361525127,3.0,1.0,92
3.083333333333333,1.0833333333333333,0.17872006317421543,3.0,1.0,92
3.083333333333333,1.1666666666666665,0.1766141502758719,3.0,1.25,0
3.083333333333333,1.25,0.1745240974574822,3.0,1.25,0
3.083333333333333,1.3333333333333333,0.17244990471904625,3.0,1.25,0
3.083333333333333,1.4166666666666665,0.17039157206056418,3.0,1.5,0
3.083333333333333,1.5,0.1683490994820359,3.0,1.5,0
3.083333333333333,1.5833333333333333,0.16632248698346147,3.0,1.5,0
3.083333333333333,1.6666666666666665,0.16431173456484083,3.0,1.75,0
3.083333333333333,1.75,0.1623168422261739,3.0,1.75,0
3.083333333333333,1.8333333333333333,0.1603378099674609,3.0,1.75,0
3.083333333333333,1.9166666666666665,0.15837463778870167,3.0,2.0,380
3.083333333333333,2.0,0.15642732568989626,3.0,2.0,380
3.083333333333333,2.083333333333333,0.1544958736710446,3.0,2.0,380
3.083333333333333,2.1666666666666665,0.1525802817321468,3.0,2.25,0
3.083333333333333,2.25,0.15068054987320278,3.0,2.25,0
3.083333333333333,2.333333333333333,0.14879667809421265,3.0,2.25,0
3.083333333333333,2.4166666666666665,0.14692866639517627,3.0,2.5,50
3.083333333333333,2.5,0.14507651477609365,3.0,2.5,50
3.083333333333333,2.583333333333333,0.14324022323696492,3.0,2.5,50
3.083333333333333,2.6666666666666665,0.14141979177778996,3.0,2.75,118
3.083333333333333,2.75,0.13961522039856883,3.0,2.75,118
3.083333333333333,2.833333333333333,0.1378265090993015,3.0,2.75,118
3.083333333333333,2.9166666666666665,0.13605365787998794,3.0,3.0,620
3.083333333333333,3.0,0.13429666674062826,3.0,3.0,620
3.083333333333333,3.083333333333333,0.13255553568122236,3.0,3.0,620
3.083333333333333,3.1666666666666665,0.13083026470177028,3.0,3.25,0
3.083333333333333,3.25,0.12912085380227192,3.0,3.25,0
3.083333333333333,3.333333333333333,0.12742730298272748,3.0,3.25,0
3.083333333333333,3.4166666666666665,0.1257496122431368,3.0,3.5,0
3.083333333333333,3.5,0.1240877815834999,3.0,3.5,0
3.083333333333333,3.583333333333333,0.1224418110038169,3.0,3.5,0
3.083333333333333,3.6666666666666665,0.1208117005040876,3.0,3.75,0
3.083333333333333,3.75,0.11919745008431218,3.0,3.75,0
3.083333333333333,3.833333333333333,0.11759905974449059,3.0,3.75,0
3.083333333333333,3.9166666666666665,0.11601652948462277,3.0,4.0,208
3.083333333333333,4.0,0.11444985930470873,3.0,4.0,208
